Order_ID,Custome_id,Product_id,Region,Discount_Pct,Sales,Profit,Order_date,Quantity,Product_Price
O24-001776,CUST01025,P0044,South,0.13,13.35,2.1,23-11-2024,1,15.34
O24-005922,CUST00237,P0016,North,0.14,54.5,9.19,28-03-2024,1,63.37
O24-004067,CUST00747,P0009,West,0.11,124.9,31.79,02-02-2024,6,23.39
O24-005677,CUST00517,P0016,South,0.19,163.47,31.04,25-12-2024,3,67.27
O24-006832,CUST00991,P0019,West,0.17,335.76,44.94,03-05-2024,1,404.53
O24-009541,CUST00400,P0008,North,0.1,4177.87,951.96,29-11-2024,8,580.26
O24-007941,CUST01368,P0044,East,0.15,27.32,5.67,01-12-2024,2,16.07
O24-008991,CUST00096,P0044,East,0.12,41.61,7.28,15-12-2024,3,15.76
O24-003875,CUST00659,P0001,West,0.13,4094.5,865.59,03-12-2024,4,1176.58
O24-001153,CUST01270,P0048,East,0.08,2.11,0.39,06-07-2024,1,2.29
O24-002792,CUST01172,P0030,East,0.13,1189.13,170.29,19-08-2024,14,97.63
O24-001349,CUST01005,P0006,South,0.1,1079.89,202.61,24-08-2024,3,399.96
O24-002298,CUST01126,P0006,North,0.26,261.26,42.1,31-12-2024,1,353.05
O24-003530,CUST00147,P0005,East,0.06,1335.21,382.5,10-06-2024,3,473.48
O24-007889,CUST00586,P0028,West,0.13,398.37,59.64,29-02-2024,1,457.9
O24-006756,CUST00267,P0017,North,0.05,397.99,59.45,10-04-2024,2,209.47
O24-002359,CUST00127,P0017,North,0.1,197.45,23.32,14-05-2024,1,219.39
O24-001584,CUST01089,P0032,North,0.15,1195.87,151.27,04-11-2024,3,468.97
O24-009129,CUST01456,P0024,West,0.13,1126.62,163,25-12-2024,2,647.48
O24-007944,CUST01179,P0021,East,0.02,433.45,76.89,17-09-2024,2,221.15
O24-001896,CUST01401,P0037,West,0,85.26,16.09,19-06-2024,7,14.33
O24-009814,CUST00594,P0047,West,0.06,38.77,6.86,03-09-2024,4,10.31
O24-000559,CUST00924,P0040,West,0.04,15.76,3.23,06-12-2024,1,16.41666667
O24-004290,CUST01354,P0025,North,0.1,1382.67,123.87,02-12-2024,3,512.1
O24-007803,CUST00211,P0037,East,0,39.58,7.51,21-12-2024,3,14.5
O24-007840,CUST00652,P0017,West,0.03,1297.51,169.17,27-01-2024,6,222.94
O24-007679,CUST00593,P0022,South,0.18,2303.08,76.58,13-09-2024,4,702.16
O24-007578,CUST01392,P0016,North,0.04,125.89,29.83,09-10-2024,2,65.57
O24-009487,CUST01115,P0012,South,0.09,144.22,32.32,12-11-2024,8,19.81
O24-003862,CUST00860,P0014,West,0.23,90.71,16.19,11-04-2024,3,39.27
O24-000714,CUST00131,P0015,North,0.14,233.28,57.46,07-09-2024,5,54.25
O24-000577,CUST00217,P0028,North,0.05,1725.05,172.99,12-10-2024,4,453.96
O24-004772,CUST00531,P0002,South,0.16,888.72,157.73,05-11-2024,2,529
O24-006340,CUST00204,P0044,North,0.1,108.36,19.25,30-05-2024,8,15.05
O24-008475,CUST00728,P0046,North,0.16,10.58,1.39,17-09-2024,4,3.15
O24-009872,CUST00144,P0044,North,0.01,15.77,3.56,01-08-2024,1,15.93
O24-009502,CUST01043,P0039,North,0.08,24.4,4.47,23-01-2024,2,13.26
O24-004054,CUST00449,P0046,East,0.17,2.43,0.29,22-12-2024,1,2.93
O24-006201,CUST01254,P0029,East,0.16,249.12,28.3,04-06-2024,1,296.57
O24-007809,CUST01488,P0019,North,0.34,1577.66,74.46,06-08-2024,6,398.4
O24-003062,CUST00416,P0005,South,0.12,796.15,114.01,01-01-2024,2,452.36
O24-003904,CUST01354,P0037,North,0.06,26,4.89,24-03-2024,2,13.83
O24-000926,CUST00841,P0033,East,0.17,31.55,5.33,09-08-2024,3,12.67
O24-004651,CUST01004,P0036,West,0.15,17.29,3.07,06-07-2024,1,20.34
O24-004367,CUST00219,P0037,North,0.07,12.46,3.06,03-11-2024,1,13.4
O24-002516,CUST00809,P0008,East,0.12,2588.87,661.55,30-03-2024,5,588.38
O24-005151,CUST00674,P0041,East,0.08,59.97,11.33,30-01-2024,2,32.59
O24-009923,CUST01264,P0039,North,0,13,2.68,15-12-2024,1,14.13
O24-003652,CUST01046,P0015,South,0.35,167.67,22.05,06-03-2024,5,51.59
O24-000738,CUST01121,P0027,North,0.07,233.52,28.76,25-01-2024,2,125.55
O24-000474,CUST01257,P0045,East,0.14,2.3,0.39,27-04-2024,1,2.67
O24-000432,CUST00445,P0041,North,0.1,29.66,4.79,07-09-2024,1,32.95
O24-006626,CUST00202,P0010,South,0.09,661.24,119.69,10-12-2024,8,90.83
O24-006545,CUST00001,P0007,West,0.14,931.34,208.32,19-07-2024,5,216.59
O24-002655,CUST00601,P0025,West,0.09,1936.55,336.95,22-04-2024,4,532.02
O24-003337,CUST01300,P0025,North,0.13,3480.7,333.23,05-10-2024,8,500.1
O24-008843,CUST01078,P0019,North,0.06,368.2,60.8,12-07-2024,1,391.7
O24-001485,CUST00192,P0017,West,0.07,192.19,30.94,24-11-2024,1,206.66
O24-000702,CUST00914,P0043,North,0.02,112.72,20.31,14-02-2024,3,38.34
O24-004134,CUST01401,P0047,East,0.07,100.66,24.19,12-04-2024,11,9.84
O24-005232,CUST00549,P0020,West,0.03,1009.27,170.48,09-02-2024,4,260.12
O24-006957,CUST00310,P0015,North,0.04,104.08,27.02,26-12-2024,2,54.21
O24-006901,CUST00291,  P0044,West,0.12,66.97,13.11,30-12-2024,5,15.22
O24-008495,CUST01164,P0005,West,0.08,2149.3,549.61,09-11-2024,5,467.24
O24-002163,CUST00011, P0015 ,North,0.13,137.36,27.04,15-11-2024,3,52.63
O24-001351,CUST00352,P0027,South,0.18,104.62,8.4,08-07-2024,1,127.58
O24-007543,CUST00490,P0024,West,0.1,1692.14,175.92,04-08-2024,3,626.7185185
O24-005759,CUST01172,P0001,East,0.22,4541.9,924.97,07-12-2024,5,1164.59
O24-008781,CUST01465,P0021,East,0.05,826.46,142.6,06-03-2024,4,217.49
O24-009598,CUST01270,P0035,West,0.07,4.03,0.83,20-11-2024,1,4.33
O24-001248,CUST01216,P0047,East,0.17,32.93,3.51,15-09-2024,4,9.92
O24-009817,CUST00128,P0008,North,0.03,4634.19,1060.79,09-05-2024,8,597.189433
O24-009017,CUST00382,P0014,South,0.1,75.37,12.55,01-09-2024,2,41.87
O24-007600,CUST00083,P0046,North,0.1,7.99,1.35,16-09-2024,3,2.96
O24-007881,CUST01240,P0013,East,0.1,18.14,4.46,07-08-2024,1,20.16
O24-003800,CUST00176,P0006,North,0.13,3027.7,790.2,02-06-2024,9,386.68
O24-002156,CUST00437,P0015,South,0.08,197.65,40.29,24-03-2024,4,53.71
O24-000597,CUST00828,P0022,East,0.1,1827.14,254.39,14-10-2024,3,676.72
O24-006235,CUST01390,P0006,East,0.08,718.32,208.56,20-10-2024,2,390.39
O24-004154,CUST00773,P0044,West,0.24,12.12,1.64,31-12-2024,1,15.95
O24-008097,CUST01146,P0019,East,0.12,347.5,59.83,05-12-2024,1,394.89
O24-007521,CUST01144,P0004,South,0.11,3213.4,607.15,03-06-2024,4,902.64
O24-002099,CUST00318,P0001,South,0.12,3119.53,691.68,28-11-2024,3,1181.64
O24-008178,CUST01109,P0023,West,0.08,1009.68,132.3,02-02-2024,4,274.37
O24-002407,CUST00254,P0041,North,0.08,88.51,16.29,27-02-2024,3,32.07
O24-008805,CUST00072,P0036,East,0.11,148.52,25.25,15-07-2024,8,20.86
O24-009773,CUST01244,P0010,East,0.04,701.41,178.27,21-11-2024,8,91.33
O24-004298,CUST00238,P0006,South,0.12,335.67,60.65,18-12-2024,1,381.4431818
O24-008316,CUST00913,P0024,West,0.18,1025.79,84.31,02-07-2024,2,625.48
O24-008989,CUST01096,P0045,South,0.18,4.26,0.58,15-03-2024,2,2.6
O24-001118,CUST01096,P0010,South,0.17,155.72,32.89,15-04-2024,2,93.81
O24-007845,CUST00371,P0048,West,0.1,1.97,0.31,26-09-2024,1,2.19
O24-004863,CUST00642,P0028,North,0.17,1858.74,193.37,19-05-2024,5,447.89
O24-001028,CUST01499,P0007,West,0.2,985.34,198.09,07-11-2024,6,205.28
O24-003575,CUST00375,P0002,West,0.08,2872.66,575.2,20-04-2024,6,520.41
O24-009919,CUST00515,P0011,North,0.15,75.6,16.04,25-07-2024,1,88.94
O24-008159,CUST01476,P0009,East,0,117.3,27.07,22-06-2024,5,23.46
O24-002435,CUST01120,P0003,East,0.05,6350.99,1603.97,15-09-2024,5,1337.05
O24-006475,CUST00175,P0027,North,0.06,1124.99,211.75,12-06-2024,10,119.6797872
O24-006045,CUST00140,P0019,North,0.14,697.08,89.84,04-12-2024,2,405.28
O24-000722,CUST00910,P0034,West,0.28,14.72,2.53,23-07-2024,2,10.22
O24-006848,CUST01416,P0005,North,0.08,1665.16,462.65,10-11-2024,4,452.49
O24-001042,CUST00899,P0019,South,0.12,353.22,33.84,02-09-2024,1,401.39
O24-005089,CUST01238,P0036,West,0.12,18.08,3.59,25-06-2024,1,20.54
O24-006014,CUST01015,P0020,South,0.21,606.53,35.79,06-07-2024,3,255.92
O24-006385,CUST01384,P0040,East,0.06,57.64,12.26,31-01-2024,4,15.33
O24-003883,CUST00842,P0015,South,0.1,297.81,61.31,27-01-2024,6,55.15
O24-003053,CUST00391,P0025,East,0.15,2656.49,335.28,03-08-2024,6,520.88
O24-002727,CUST00176,P0018,West,0.05,1246.88,202.52,04-06-2024,3,437.5
O24-008384,CUST00433,P0046,North,0.16,7.64,0.88,01-09-2024,3,3.03
O24-000241,CUST00131,P0044,West,0.09,70.48,10.92,07-06-2024,5,15.49
O24-005652,CUST00956,P0046,West,0.12,5.6,1.28,10-06-2024,2,3.18
O24-007547,CUST00276,P0034,South,0.28,21.49,1.83,15-01-2024,3,9.95
O24-001971,CUST01075,P0011,East,0.09,245.4,58.22,17-10-2024,3,89.89
O24-004355,CUST01437,P0012,North,0.1,17.35,3.72,15-12-2024,1,19.28
O24-002983,CUST00755,P0025,South,0.22,1665.46,75.3,04-04-2024,4,533.8
O24-000126,CUST00233,P0035,East,0.07,3.79,0.63,29-06-2024,1,4.08
O24-001505,CUST00942,P0048,West,0.03,8.26,1.35,20-01-2024,4,2.13
O24-001766,CUST01108,P0045,West,0.08,4.86,1.02,15-03-2024,2,2.64
O24-008063,CUST01122,P0041,North,0.06,30.22,5.73,27-04-2024,1,32.15
O24-005052,CUST01244,P0044,West,0.16,13.56,2.11,24-09-2024,1,16.14285714
O24-001705,CUST01045,P0031,East,0.08,240.14,36.85,02-03-2024,1,261.02
O24-005613,CUST00387,P0002,North,0.11,1849.78,448.62,10-04-2024,4,519.6
O24-007107,CUST01270,P0015,South,0.14,280.34,57.02,15-09-2024,6,54.33
O24-001755,CUST00735,P0034,East,0.08,26.91,4.6,06-01-2024,3,9.75
O24-002981,CUST00684,P0002,North,0,533.29,136.17,20-01-2024,1,533.29
O24-002416,CUST00387,P0032,West,0.16,1610.75,189.34,16-02-2024,4,479.39
O24-003637,CUST00078,P0007,North,0.02,397.15,118.81,25-03-2024,2,202.63
O24-004492,CUST00881,P0010,South,0.19,71.48,9.05,12-02-2024,1,88.25
O24-008117,CUST00234,P0001,East,0.23,1938.71,410.89,20-10-2024,2,1258.9
O24-007919,CUST00237,P0002,West,0.03,556.28,139.62,24-02-2024,1,573.48
O24-001539,CUST00590,P0034,West,0.14,36.29,5.48,12-11-2024,4,10.55
O24-009031,CUST00059,P0015,West,0.1,481.32,124.6,14-06-2024,10,53.48
O24-007024,CUST00392,P0025,West,0.1,470.65,53.06,06-07-2024,1,522.94
O24-008820,CUST00391,P0005,North,0.12,2167.18,505.95,26-01-2024,5,492.54
O24-009996,CUST00117,P0040,East,0.06,28.63,5.39,07-08-2024,2,15.23
O24-000517,CUST00567,P0046,North,0.08,13.39,2.58,26-09-2024,5,2.91
O24-004735,CUST00145,P0008,North,0.17,941.19,197.29,06-01-2024,2,566.98
O24-008115,CUST00822,P0004,South,0.22,1396.47,182.68,12-11-2024,2,895.17
O24-008634,CUST00815,P0019,South,0.22,924.32,53.51,26-09-2024,3,395.01
O24-002287,CUST00945,P0045,North,0.23,10.09,1.1,14-11-2024,5,2.62
O24-005361,CUST00138,P0034,East,0.12,8.5,1.35,27-03-2024,1,9.66
O24-009775,CUST01322,P0026,West,0.1,2251.71,243.71,20-03-2024,5,500.38
O24-007817,CUST00685,P0048,West,0.13,7.55,1.3,27-06-2024,4,2.17
O24-001000,CUST00903,P0016,North,0.31,471.79,101.07,05-11-2024,11,62.16
O24-000912,CUST00707,P0008,South,0.23,1360.71,222.91,19-05-2024,3,589.05
O24-002965,CUST00588,P0037,North,0.12,23,4.52,30-04-2024,2,13.07
O24-001003,CUST00012,P0015,West,0.11,93.7,20.6,22-05-2024,2,52.64
O24-005787,CUST00018,P0024,South,0.17,524.86,7.77,12-10-2024,1,632.3614458
O24-007067,CUST00062,P0003,West,0.05,1298.69,308.78,28-09-2024,1,1367.04
O24-000747,CUST00765,P0029,East,0.11,543.99,75.15,08-11-2024,2,305.61
O24-006349,CUST00067,P0041,East,0.04,243.53,61.82,12-01-2024,8,31.70963542
O24-002718,CUST00327,P0031,West,0.08,481.79,60.54,18-09-2024,2,261.84
O24-008153,CUST01095,P0044,South,0.22,93.85,6.05,25-08-2024,8,15.04
O24-008905,CUST01178,P0010  ,South,0.15,151.32,28.29,14-01-2024,2,89.01
O24-008869,CUST01459,P0028,East,0.17,1065.77,116.42,07-07-2024,3,428.02
O24-006744,CUST01365,P0017,North,0.04,205.35,25.79,12-06-2024,1,213.91
O24-002391,CUST00773,P0041,West,0.13,56.83,10.29,03-01-2024,2,32.66
O24-005287,CUST00045,P0001,East,0.07,7775.48,2277.58,19-11-2024,7,1194.39
O24-000146,CUST00317,P0034,West,0.1,38.3,6.52,03-05-2024,4,10.64
O24-000026,CUST00788,P0012,West,0.21,50.24,13.3,23-08-2024,3,21.2
O24-007940,CUST00687,P0032,West,0.1,1801.76,256.88,26-01-2024,4,500.49
O24-001977,CUST01059,P0026,North,0.05,1520.85,236.78,25-11-2024,3,533.63
O24-006888,CUST01176,P0034,East,0.13,47.63,9.13,13-12-2024,5,10.95
O24-003716,CUST01457,P0025,North,0.19,398.83,43.45,28-08-2024,1,492.38
O24-000673,CUST00729,P0011,East,0.3,59.86,12.12,16-12-2024,1,85.52
O24-000545,CUST00171,P0006,West,0.15,644.61,177.5,12-05-2024,2,379.18
O24-001394,CUST00847,P0047,West,0.25,15.92,2.38,30-08-2024,2,10.61
O24-001443,CUST00937,P0011,East,0.11,160.54,33.57,12-03-2024,2,90.19
O24-004241,CUST01179,P0020,West,0.02,510.11,88.74,25-06-2024,2,260.26
O24-008816,CUST00095,P0020,North,0.08,736.98,137,20-04-2024,3,267.02
O24-003903,CUST00502,P0002,North,0.21,1231.12,297.77,06-11-2024,3,519.46
O24-007968,CUST01275,P0035,North,0.06,3.84,0.75,21-03-2024,1,4.08
O24-004715,CUST01379,P0009,East,0.02,74.53,18.49,27-08-2024,3,25.35
O24-001221,CUST00055,P0028,North,0.05,841.26,132.71,09-12-2024,2,442.77
O24-002372,CUST00927,P0009,North,0.1,21.23,4.56,21-10-2024,1,23.59
O24-004110,CUST00155,P0011  ,East,0.08,328.22,79.15,09-09-2024,4,89.19
O24-000513,CUST00317,P0012,North,0.14,16.71,4.38,04-10-2024,1,19.43
O24-004671,CUST00556,P0035,North,0.08,11.43,2.29,19-06-2024,3,4.14
O24-004361,CUST00371,P0038,West,0.06,40.78,9.41,17-08-2024,3,14.46
O24-004655,CUST00876,P0006,East,0.08,355.86,81.87,19-06-2024,1,386.8
O24-004795,CUST00106,P0003,East,0.14,3717.83,863.46,18-02-2024,3,1441.02
O24-001108,CUST00253,P0004,North,0.06,2534.9,709.13,26-10-2024,3,898.9
O24-001759,CUST00201,P0016,North,0.16,106.65,22.28,02-10-2024,2,63.48
O24-001406,CUST00896,P0004,West,0.06,2537.63,632.26,17-06-2024,3,899.87
O24-009057,CUST00412,P0005,North,0.15,379.79,84.91,18-01-2024,1,446.81
O24-006267,CUST00633,P0016,North,0.03,515.96,120.94,04-02-2024,8,66.49
O24-009986,CUST00358,P0018,South,0.12,383.22,40.44,13-11-2024,1,435.48
O24-004246,CUST00673,P0029,West,0.03,867.41,164.33,07-05-2024,3,298.08
O24-004279,CUST00783,P0045,North,0.02,5.33,1.14,01-03-2024,2,2.72
O24-008350,CUST00660,P0033,East,0.23,9.79,1.48,02-08-2024,1,12.71
O24-006602,CUST01024,P0022,North,0.05,5015.47,873.21,10-09-2024,8,659.9302632
O24-007755,CUST01230,P0041,North,0.11,28.79,5.72,12-03-2024,1,32.35
O24-008256,CUST00899,P0015,East,0.09,46.89,9.78,12-04-2024,1,51.53
O24-007485,CUST00752,P0008,North,0.12,994.03,214.12,19-05-2024,2,564.79
O24-006004,CUST00435,P0001,North,0.06,2283.79,566.38,29-05-2024,2,1214.78
O24-005104,CUST01070,P0004,East,0.11,4893.84,1247.23,24-11-2024,6,916.45
O24-006644,CUST01040,P0034,West,0.22,30.39,3.87,12-07-2024,4,9.74
O24-003948,CUST01022,P0012,East,0.04,55.67,14.07,29-08-2024,3,19.33
O24-004787,CUST00099,P0016,West,0,407.64,110.57,24-06-2024,6,67.94
O24-000115,CUST01368,P0034,South,0.2,16.48,1.16,26-09-2024,2,10.3
O24-005816,CUST00317,P0023,West,0.13,214.71,27.41,10-03-2024,1,246.7931034
O24-001414,CUST00269,P0037,West,0.04,13.32,3,20-03-2024,1,13.87
O24-006082,CUST00033,P0004,North,0.15,767.55,191.1,19-01-2024,1,903
O24-004273,CUST01287,P0013,North,0.21,15.25,2.88,15-05-2024,1,19.3
O24-004251,CUST00908,P0023,West,0.17,453.31,50.1,10-06-2024,2,273.08
O24-008252,CUST01071,P0006,South,0.4,223.54,22.93,18-08-2024,1,372.56
O24-005551,CUST00756,P0036,North,0.08,38.88,5.22,23-01-2024,2,21.13
O24-004660,CUST00219,P0025,East,0.12,443.4,58.35,29-08-2024,1,503.86
O24-008679,CUST01292,P0024,North,0.05,1285.88,149.22,22-01-2024,2,676.78
O24-004778,CUST00483,P0002,South,0.14,860.95,156.21,15-01-2024,2,500.55
O24-005392,CUST00949,P0041,North,0.12,184.59,30.72,06-02-2024,6,34.96
O24-007125,CUST00083, P0031 ,North,0.09,474.02,61.22,29-09-2024,2,260.45
O24-005633,CUST00910,P0047,West,0.2,16.16,2.47,23-02-2024,2,10.1
O24-004542,CUST01200,P0016,South,0.11,226.84,38.83,22-07-2024,4,63.72
O24-004106,CUST00551,P0033,East,0.33,44.22,3.68,14-06-2024,5,13.2
O24-008197,CUST00167,P0011,East,0.02,90.4,24.46,29-06-2024,1,92.24
O24-005098,CUST01093,P0043,North,0.1,35.23,5.24,17-08-2024,1,39.14
O24-000904,CUST01178,P0040,East,0.07,30.26,4.86,22-01-2024,2,16.27
O24-000124,CUST00104,P0012,North,0.04,110.59,33.18,01-05-2024,6,19.2
O24-009446,CUST01212,P0013,North,0.15,32.98,6.91,21-07-2024,2,19.4
O24-007038,CUST00420,P0043,East,0.1,106,17.05,12-12-2024,3,39.26
O24-005653,CUST00392,P0008,North,0.11,1603.9,435.51,19-12-2024,3,600.71
O24-004505,CUST00383,P0036,North,0.11,57.24,13.01,26-11-2024,3,21.44
O24-000436,CUST00054,P0008,South,0.2,919.89,137.15,19-09-2024,2,574.93
O24-008080,CUST00334,P0008,North,0.14,2574.28,649.32,23-12-2024,5,598.67
O24-004485,CUST00570,P0041,West,0.04,30.35,4.65,26-10-2024,1,31.61
O24-005714,CUST00084,P0040,South,0.07,57.92,7.53,28-07-2024,4,15.57
O24-003634,CUST00820,P0032,East,0.08,1321.65,248.22,04-08-2024,3,478.86
O24-006898,CUST00012,  P0025,West,0.11,435.42,58.8,12-02-2024,1,489.24
O24-007608,CUST00652,P0039,West,0.07,12.45,1.78,13-01-2024,1,13.39
O24-002225,CUST01071,P0011,South,0.14,368.34,69.23,23-05-2024,5,85.66
O24-004193,CUST00601,P0037,North,0.06,37.82,5.33,08-12-2024,3,13.41
O24-005336,CUST00765,P0011,North,0.06,163.54,49.06,19-12-2024,2,86.99
O24-000338,CUST01298,P0047,North,0.1,9.32,1.73,22-03-2024,1,10.36
O24-007081,CUST00573,P0003,North,0.06,3881.98,1033.57,24-03-2024,3,1376.588652
O24-001527,CUST00168,P0005,North,0.17,769.92,169.93,31-12-2024,2,463.81
O24-008738,CUST00487,P0001,East,0.19,3659.13,868.37,18-03-2024,4,1129.36
O24-007045,CUST00369,P0008,East,0.15,1533.47,375.74,23-03-2024,3,601.36
O24-007931,CUST01140,P0005,North,0.11,2157.8,476.89,27-05-2024,5,484.9
O24-009960,CUST01193,P0037,North,0,12.84,2.54,03-09-2024,1,13.38
O24-007693,CUST00375,P0010,East,0.09,324.03,68,25-07-2024,4,89.02
O24-008751,CUST01239,P0016,South,0.2,156.5,26.11,02-04-2024,3,65.21
O24-005468,CUST01060,P0028,North,0,375.41,44.05,20-08-2024,1,431.51
O24-005458,CUST00677,P0021,South,0.29,1341.9,40.12,05-03-2024,8,236.25
O24-009990,CUST00166,P0015,East,0.04,206.59,42.74,25-09-2024,4,53.8
O24-003443,CUST00545,P0012,West,0.1,37.24,10.2,18-05-2024,2,20.69
O24-002383,CUST00341,P0045,North,0.2,6.29,0.98,11-12-2024,3,2.62
O24-008850,CUST01461,P0047,North,0.12,18.34,3.31,11-12-2024,2,10.42
O24-005279,CUST01066,P0017,West,0.18,730,100.63,30-07-2024,4,222.56
O24-001044,CUST00981,P0007,East,0.17,339.52,97.72,15-09-2024,2,204.53
O24-005377,CUST00099,P0019,East,0,387.99,76.17,31-05-2024,1,387.99
O24-006223,CUST00434,P0032,East,0.05,448.45,73.93,12-08-2024,1,472.05
O24-008729,CUST00342,P0045,South,0.24,2.02,0.1,15-04-2024,1,2.66
O24-004256,CUST00417,P0007,East,0.06,191.33,49.39,30-06-2024,1,203.54
O24-004970,CUST01025,P0004,North,0.09,4186.32,935.11,14-03-2024,5,920.07
O24-005180,CUST01086,P0010,South,0.25,66.09,11.79,04-07-2024,1,88.12
O24-002505,CUST00130,P0015,North,0.04,98.92,22.92,13-04-2024,2,51.52083333
O24-002414,CUST01322,P0017,North,0.13,383.22,53.14,06-11-2024,2,220.24
O24-006388,CUST01018,P0011,East,0.1,77.71,16.62,16-07-2024,1,86.34
O24-008208,CUST01074,P0035,East,0.04,22.69,3.59,29-09-2024,6,3.94
O24-004670,CUST00407,P0035,West,0.08,7.95,1.44,09-11-2024,2,4.32
O24-008357,CUST00878,P0034,South,0.11,17.32,2.02,02-08-2024,2,9.73
O24-003790,CUST00968,P0010,East,0.04,458.26,102.33,23-09-2024,5,95.47
O24-006488,CUST00717,P0046,East,0.13,8.04,1.34,15-01-2024,3,3.08045977
O24-007195,CUST00339,P0030,West,0,418.84,48.37,06-04-2024,4,104.71
O24-003794,CUST01369,P0010,West,0.08,85.69,20.44,31-07-2024,1,93.14
O24-007358,CUST00964,P0005,West,0.07,2212.75,589.04,28-07-2024,5,475.86
O24-009416,CUST01336,P0028,East,0.06,426.48,67.08,10-04-2024,1,453.7
O24-005972,CUST01429,P0004,East,0.23,4355.09,765.4,28-05-2024,6,942.6601732
O24-007936,CUST01375,P0001,East,0.31,2362.16,443.63,08-08-2024,3,1141.14
O24-001761,CUST00284,P0009,East,0.1,21.3,4.85,06-12-2024,1,23.67
O24-005475,CUST01383,P0046,West,0.22,4.59,0.81,05-06-2024,2,2.94
O24-007166,CUST00469,P0006,North,0.08,1387.1,347.72,22-10-2024,4,376.93
O24-003727,CUST00442,P0041,East,0.1,85.46,16.34,06-01-2024,3,31.65
O24-000439,CUST00918,P0005,West,0.04,951,278.53,03-10-2024,2,495.31
O24-001463,CUST00644,P0008,North,0.24,1749.25,330.65,22-02-2024,4,575.41
O24-009312,CUST00260,P0042,East,0.05,135.61,21.4,05-10-2024,5,28.55
O24-000684,CUST01143,P0031,South,0.21,417.56,11.61,26-05-2024,2,264.28
O24-003391,CUST01152,P0036,East,0.06,78.43,14.07,13-09-2024,4,20.86
O24-009794,CUST01020,P0013,West,0.09,139.19,35.66,24-11-2024,8,19.12
O24-001285,CUST00351,P0007,East,0.06,2012.92,448.96,16-01-2024,10,214.1404255
O24-000368,CUST00459,P0036,North,0.11,35.88,6.69,15-03-2024,2,20.16
O24-008499,CUST00695,P0036,South,0.2,100.99,12.63,21-08-2024,6,21.04
O24-008277,CUST00614,P0044,East,0.14,27.23,3.57,12-03-2024,2,15.83
O24-009254,CUST00724,P0037,North,0.1,11.52,1.97,13-10-2024,1,12.8
O24-009019,CUST00674,P0005,East,0,1633.26,412.09,07-01-2024,4,458.78
O24-007124,CUST00460,P0010,North,0.16,588.54,134.83,05-03-2024,8,87.58
O24-002245,CUST00115,P0012,South,0.24,30.49,4.88,29-08-2024,2,20.06
O24-002623,CUST00949,P0033,South,0.09,49.36,5.27,07-09-2024,4,13.56
O24-006868,CUST00398,P0004,South,0.2,1538.02,216.57,07-04-2024,2,961.26
O24-001565,CUST00913,P0041,East,0.1,28.93,5.18,27-12-2024,1,32.14
O24-000096,CUST00620,P0047,West,0,77.44,17.83,03-06-2024,8,9.68
O24-004082,CUST00235,P0037,South,0.11,49.98,8.7,28-10-2024,4,14.04
O24-002726,CUST00408,P0046,West,0.03,8.5,1.48,01-11-2024,3,2.92
O24-001756,CUST00258,P0043,North,0.12,70.51,10.96,22-05-2024,2,40.06
O24-008719,CUST00052,  P0025,West,0.14,882.1,127.52,04-12-2024,2,512.85
O24-008809,CUST01218,P0011,West,0.14,149.26,37.95,05-04-2024,2,86.78
O24-004895,CUST00981,P0048,North,0.14,1.9,0.29,28-08-2024,1,2.21
O24-000686,CUST00222,P0044,East,0,27.28,5.78,20-07-2024,2,15.68
O24-002299,CUST00596,P0006,North,0.15,661.25,129.77,25-04-2024,2,388.97
O24-008257,CUST00832,P0015,East,0.11,94.13,26.16,01-08-2024,2,52.88
O24-003375,CUST00772,P0002,East,0.07,1472.28,367.75,09-09-2024,3,527.7
O24-009576,CUST00764,P0001,West,0.13,1930.83,492.45,21-07-2024,2,1109.67
O24-003724,CUST01420,P0005,West,0.11,407.01,84.84,11-03-2024,1,457.31
O24-002106,CUST00849,P0022,South,0.26,993.83,90.65,25-07-2024,2,671.51
O24-003765,CUST01204,P0006,East,0.1,699.16,197.77,31-08-2024,2,388.42
O24-006384,CUST00726,P0016,West,0.14,223.53,58.37,14-11-2024,4,64.98
O24-006195,CUST01258,P0021,West,0.04,1638.99,206.81,24-04-2024,8,213.41
O24-005694,CUST01226,P0025,South,0.17,2607.78,201.25,18-01-2024,6,523.65
O24-004603,CUST01435,P0048,West,0.09,5.65,1.05,29-12-2024,3,2.07
O24-005368,CUST00920,P0033,North,0.16,44.99,7.08,30-08-2024,4,13.39
O24-000070,CUST00919,P0009,West,0.09,66.58,17.2,08-12-2024,3,24.39
O24-006436,CUST01421,P0029,North,0.09,1505.1,223.42,28-09-2024,6,275.66
O24-006804,CUST00251,P0036,North,0.15,90.65,18.38,22-04-2024,5,21.33
O24-000193,CUST00775,P0009,East,0.07,69.75,17.85,29-03-2024,3,25
O24-009544,CUST00967,P0024,East,0.14,538.23,91.76,23-05-2024,1,625.85
O24-000427,CUST01225,P0042,North,0.05,85.19,17.11,26-02-2024,3,29.89
O24-004176,CUST01138,P0007,South,0.26,152.03,24.3,19-08-2024,1,205.45
O24-009553,CUST00939,P0010,North,0.13,568.99,136.99,02-03-2024,7,93.43
O24-007790,CUST00342,P0004,East,0.26,691.39,147.52,26-01-2024,1,934.31
O24-009320,CUST00114,P0002,West,0.13,1973.16,342.08,10-03-2024,4,567
