Order_ID,Customer_ID,Product_ID,Region,Discount_Pct,Sales,Profit,Order_date,Quantity,Product_Price
O24-009945,CUST00482,P0027,South,0.09,1457.46,118.26,2024-03-01,13,123.2
O24-004591,CUST00118,P0044,West,0.18,12.5,1.36,2024-08-05,1,15.24
O24-004271,CUST01206,P0032,West,0.1,441.75,66.71,2024-07-18,1,490.83
O24-008647,CUST00334,P0044,East,0.11,85.33,17.55,2024-01-17,6,15.97940075
O24-004202,CUST00064,P0017,West,0,208.57,34.62,2024-10-13,1,212.83
O24-005415,CUST00039,P0032,South,0.21,1544.17,160.03,2024-04-22,4,488.66
O24-000570,CUST00826,P0035,West,0.04,11.72,2.07,2024-08-16,3,4.07
O24-002810,CUST00492,P0020,North,0.14,689.79,91.54,2024-01-20,3,267.36
O24-002088,CUST00134,P0016,North,0.1,174.82,36.35,2024-04-10,3,64.75
O24-001491,CUST00412,P0046,North,0.17,2.58,0.33,2024-12-06,1,3.11
O24-009614,CUST00336,P0014,East,0.18,173.76,34.31,2024-12-17,5,42.38
O24-005592,CUST00856,P0035,East,0.05,4.02,0.79,2024-07-24,1,4.23
O24-000483,CUST00322,P0026,East,0.23,401.67,45.51,2024-10-18,1,521.65
O24-008057,CUST00969,P0048,East,0.11,16.16,2.95,2024-10-12,8,2.27
O24-008303,CUST00012,P0033,South,0.13,46.77,2.9,2024-04-23,4,13.44
O24-006147,CUST01481,P0011,South,0.22,396.35,66.13,2024-04-17,6,84.69
O24-009128,CUST00941,P0044,South,0.24,11.83,1.04,2024-06-06,1,15.56
O24-001134,CUST01137,P0028,West,0.1,3910.59,399.85,2024-05-14,10,434.51
O24-002535,CUST01313,P0002,East,0.12,965.48,201.71,2024-06-24,2,548.57
O24-006690,CUST00381,P0038,East,0.05,78.89,15.93,2024-11-23,6,13.84
O24-001599,CUST00157,P0018,West,0.05,2036.18,300.77,2024-07-05,5,428.67
O24-004427,CUST00404,P0016,West,0.11,57.89,11.63,2024-11-27,1,65.05
O24-000179,CUST01192,P0042,South,0.22,142.6,15.3,2024-05-26,6,30.47
O24-000326,CUST00700,P0041,West,0.02,129.16,26.94,2024-04-07,4,32.95
O24-002066,CUST00418,P0004,North,0.09,1607.64,421.33,2024-06-19,2,883.32
O24-009725,CUST00380,P0024,West,0.3,3418.88,289.99,2024-01-28,7,697.73
O24-004881,CUST00269,P0015,West,0.14,92.5,19.03,2024-06-04,2,53.78
O24-006673,CUST01157,P0042,East,0.02,90.29,18.29,2024-09-21,3,30.71
O24-000148,CUST00587,P0039,North,0.13,24.81,4.35,2024-05-02,2,14.26
O24-009578,CUST00952,P0047,North,0.1,8.78,1.78,2024-04-06,1,9.75
O24-008251,CUST00800,P0031,West,0.13,896.8,126.78,2024-07-03,4,257.7
O24-007500,CUST00403,P0006,South,0.18,329.2,56.59,2024-05-07,1,401.46
O24-000522,CUST01246,P0044,North,0.15,13.11,1.84,2024-07-04,1,15.42
O24-006769,CUST00519,P0010,West,0.14,238.75,54.09,2024-12-07,3,92.54
O24-009078,CUST00275,P0016,North,0.07,588.88,133.28,2024-07-24,10,63.32
O24-000791,CUST00782,P0004,East,0.05,2576.26,671.25,2024-07-01,3,903.95
O24-009402,CUST00896,P0016,East,0.11,284.58,62.24,2024-12-30,5,63.95
O24-007530,CUST01280,P0011,South,0.12,156.64,27.03,2024-06-27,2,89
O24-005679,CUST00760,P0001,South,0.09,14835.6,3523.75,2024-04-07,14,1164.49
O24-000402,CUST01499,P0028,North,0.09,1652.31,236.63,2024-01-04,4,453.93
O24-007858,CUST01443,P0005,West,0.04,2238.48,509.55,2024-10-12,5,466.35
O24-006487,CUST00169,P0046,West,0.04,11.4,1.87,2024-04-28,4,2.97
O24-000165,CUST00767,  P0041,East,0.32,22.81,2.74,2024-09-13,1,33.54
O24-003367,CUST01461,P0009,North,0.21,37.56,8.04,2024-09-27,2,23.77
O24-008160,CUST00006,P0006,North,0.16,1364.06,274.9,2024-04-21,4,405.97
O24-000715,CUST00283,P0001,North,0.14,2979.18,682.75,2024-04-22,3,1154.72
O24-008450,CUST01162,P0025,East,0.13,1416.71,167.91,2024-09-26,3,542.8
O24-001338,CUST01490,P0017,South,0.07,615.89,57.71,2024-02-03,3,220.75
O24-000885,CUST01081,P0048,West,0.12,5.36,0.97,2024-10-06,3,2.03
O24-004894,CUST00002,P0036,West,0.16,53.17,7.14,2024-09-28,3,21.1
O24-006916,CUST00380,P0007,West,0.19,812.23,168.09,2024-02-04,5,200.5506173
O24-005865,CUST01432,P0037,East,0.08,62.28,9.93,2024-01-04,5,13.54
O24-003224,CUST01337,P0043,South,0.22,59.33,6.5,2024-07-16,2,38.03
O24-001835,CUST00670,P0038,East,0.36,18.55,2.29,2024-06-15,2,14.49
O24-009491,CUST00867,P0005,South,0.17,759.42,183.01,2024-05-07,2,457.48
O24-007128,CUST00950,P0002,North,0.32,358.52,72.75,2024-09-24,1,527.23
O24-006594,CUST00779,P0032,West,0.01,3287.11,681.99,2024-09-19,7,474.33
O24-002657,CUST00674,P0047,South,0.23,39.96,3.53,2024-12-06,5,10.38
O24-007740,CUST00057,P0023,North,0.28,593.01,66.99,2024-07-20,3,274.54
O24-001681,CUST01375,P0013,East,0.12,33.55,7.63,2024-09-12,2,19.06
O24-002166,CUST00748,P0022,West,0.09,1269.4,169.82,2024-05-17,2,697.47
O24-003183,CUST00394,P0007,East,0.1,738.47,192.36,2024-11-04,4,205.13
O24-005598,CUST00967,P0001,North,0.05,2166.27,550.67,2024-11-17,2,1140.14
O24-008581,CUST00851,P0028,North,0.09,1160.47,141.44,2024-01-27,3,425.08
O24-001866,CUST01390,P0044,West,0.1,83.43,15.92,2024-10-02,6,15.45
O24-001950,CUST00217,P0005,South,0.04,2185.49,442.32,2024-11-04,5,455.31
O24-007623,CUST01317,P0020,West,0.16,217.94,32.78,2024-10-07,1,259.45
O24-009804,CUST00551,P0047,West,0.1,26.95,5.51,2024-07-19,3,9.98
O24-006633,CUST00915,P0009,North,0.26,98.43,22.61,2024-09-27,6,22.17
O24-007580,CUST00528,P0009,East,0,24.14,6.26,2024-08-08,1,24.14
O24-009479,CUST01032,P0032,South,0.18,1207.17,122.02,2024-10-13,3,490.72
O24-000071,CUST01475,P0043,North,0.2,97.27,11.72,2024-10-19,3,40.52916667
O24-006938,CUST00687,P0020,West,0.11,1732.75,205.84,2024-05-18,7,278.13
O24-009213,CUST01384,P0014,North,0.16,33.52,7.06,2024-04-11,1,39.9
O24-004213,CUST01448,P0038,South,0.15,11.53,1.56,2024-03-19,1,13.56
O24-001398,CUST01099,P0005,East,0.07,1317.49,314.57,2024-10-04,3,472.22
O24-003359,CUST00516,P0010,West,0.15,77.58,19.45,2024-11-20,1,91.27
O24-009079,CUST00478,P0012,North,0.03,82.02,19.25,2024-11-23,4,21.14
O24-000869,CUST00224,P0039,South,0.32,19.57,1.93,2024-06-23,2,14.39
O24-004104,CUST00178,P0015,South,0.08,47.34,9.22,2024-07-24,1,51.46
O24-002032,CUST01480,P0034,South,0.1,37.19,4.12,2024-11-30,4,10.33
O24-007427,CUST00294,P0017,North,0.04,807.32,118.38,2024-08-07,4,210.24
O24-001717,CUST01302,P0001,East,0.13,1053,271.67,2024-07-03,1,1210.35
O24-006233,CUST00292,P0015,East,0.01,109.41,32.82,2024-12-06,2,55.26
O24-006980,CUST00177,P0001,North,0.08,3242.56,812.45,2024-09-13,3,1174.84
O24-009369,CUST00731,P0039,East,0.01,69.35,12.07,2024-03-12,5,14.01
O24-002724,CUST00205,P0036,North,0.11,112.67,21.32,2024-10-28,6,21.1
O24-005839,CUST00688,P0001,South,0.18,964.84,162.59,2024-05-25,1,1176.64
O24-003667,CUST01086,P0027,South,0.13,683.19,36.03,2024-02-29,6,130.88
O24-002429,CUST01452,P0026,North,0.21,1212.04,144.23,2024-04-05,3,511.41
O24-003497,CUST00617,P0002,North,0.05,510.39,121.54,2024-07-22,1,537.25
O24-009000,CUST00762,P0036,North,0.28,45.99,7.87,2024-02-08,3,21.29
O24-002611,CUST00459,P0003,South,0.13,1185.73,191.38,2024-05-12,1,1362.91
O24-007945,CUST00560,P0043,North,0.02,74.75,16.39,2024-10-08,2,38.14
O24-004962,CUST01209,P0010,East,0.1,150.52,31.01,2024-08-27,2,83.62
O24-000932,CUST00129,P0046,North,0.01,24.87,5.26,2024-07-25,8,3.14
O24-003644,CUST01044,P0024,South,0.12,559.94,67.46,2024-05-29,1,636.3
O24-004316,CUST01019,P0032,West,0.11,1732.55,230.13,2024-12-28,4,486.67
O24-002892,CUST00200,P0046,South,0.15,2.69,0.3,2024-09-26,1,3.16
O24-006230,CUST00966,P0028,East,0.09,411.43,58.26,2024-11-02,1,452.12
O24-008717,CUST01158,P0008,South,0.17,936.21,138.71,2024-05-25,2,563.98
O24-008109,CUST01212,P0006,South,0.23,300.02,47.11,2024-11-25,1,389.64
O24-007394,CUST00903,P0014,West,0.11,259.54,58.26,2024-02-22,7,41.66
O24-007673,CUST01383,P0041,North,0.04,30.28,5.6,2024-04-04,1,31.54
O24-008980,CUST01145,P0010,East,0.08,166.06,39.45,2024-01-04,2,90.25
O24-005508,CUST00366,P0003,North,0.09,1324.93,378.84,2024-09-28,1,1455.97
O24-002283,CUST01386,P0001,North,0.19,3747.77,828.23,2024-05-16,4,1156.72
O24-007511,CUST00967,P0015,North,0.12,144.83,36.09,2024-08-10,3,54.86
O24-008523,CUST00096,P0036,West,0.13,37.18,7.46,2024-10-08,2,21.37
O24-006919,CUST01239,P0042,North,0.03,84.65,18.95,2024-10-31,3,29.09
O24-008509,CUST00533,P0010,North,0.06,180.24,44.49,2024-08-01,2,95.87
O24-000649,CUST00248,P0019,East,0.02,1603.08,275.94,2024-09-16,4,408.95
O24-009087,CUST00308,P0047,South,0.14,25.75,3.33,2024-02-12,3,9.98
O24-006337,CUST00778,P0045,East,0.06,2.5,0.5,2024-06-17,1,2.66
O24-003049,CUST00097,P0002,North,0.16,1332.4,273.29,2024-07-26,3,528.73
O24-006397,CUST00261,P0004,North,0.2,2237.38,473.03,2024-05-06,3,932.24
O24-003414,CUST01498,P0037,North,0.06,13.23,2.47,2024-02-08,1,14.07
O24-001162,CUST00374,P0025,North,0.21,2214.65,292.85,2024-11-27,5,560.67
O24-004526,CUST00601,P0048,East,0.13,9.66,2.04,2024-01-28,5,2.22
O24-009568,CUST00232,P0004,South,0.18,718.84,133.57,2024-12-05,1,876.63
O24-004449,CUST00903,P0014,East,0,122.07,30.23,2024-09-19,3,40.69
O24-000033,CUST00725,P0001,East,0.15,5065.7,1196.28,2024-08-28,5,1191.93
O24-006655,CUST00814,P0005,East,0.32,314.24,41.46,2024-02-26,1,462.12
O24-006319,CUST00891,P0029,South,0.12,260.13,21.14,2024-05-18,1,295.6
O24-005430,CUST00184,P0046,North,0.26,4.38,0.54,2024-10-24,2,2.96
O24-003704,CUST01055,P0009,North,0.14,84.56,19.87,2024-06-02,4,24.58
O24-003811,CUST01123,P0033,West,0.08,24.38,4.85,2024-12-27,2,13.25
O24-005309,CUST00193,P0018,North,0.18,672.47,90.4,2024-01-29,2,410.04
O24-009353,CUST01375,P0006,East,0.04,737.76,177.85,2024-02-22,2,384.25
O24-003138,CUST00095,P0027,South,0.06,228.44,23.21,2024-10-27,2,121.51
O24-005115,CUST00188,P0045,North,0.09,2.36,0.41,2024-07-12,1,2.59
O24-005319,CUST01094,P0007,South,0.26,318.07,39.33,2024-11-09,2,214.91
O24-008426,CUST01459,P0029,North,0.06,819.92,80.55,2024-07-15,3,290.75
O24-008580,CUST00467,P0005,West,0.1,1697.98,393.19,2024-06-25,4,471.66
O24-004034,CUST00931,P0046,West,0.21,9.83,1.44,2024-09-13,4,3.11
O24-000231,CUST01213,P0044,East,0.1,13.78,2.33,2024-04-02,1,15.31
O24-000690,CUST01029,P0023,North,0.12,247.9,36.23,2024-07-17,1,281.71
O24-002394,CUST00434,P0006,South,0.24,289.48,39.13,2024-10-29,1,380.89
O24-002294,CUST01143,P0002,South,0.19,1809.96,330.57,2024-08-16,4,558.63
O24-006172,CUST01357,P0031,West,0,814.44,118.95,2024-12-24,3,271.48
O24-004409,CUST01336,P0006,West,0.33,256.36,41.82,2024-05-18,1,382.63
O24-008936,CUST01375,P0021,East,0.12,1578.16,271.11,2024-07-15,8,224.17
O24-002134,CUST00269,P0015,East,0.06,101.78,25.97,2024-04-20,2,54.14
O24-004547,CUST00466,P0023,North,0.03,781.16,149.12,2024-05-09,3,268.44
O24-006531,CUST00858,P0011,East,0,85.17,22.76,2024-09-19,1,85.17
O24-009528,CUST00516,P0007,South,0.13,170.81,35.59,2024-06-13,1,196.33
O24-001908,CUST01063,P0029,West,0.12,1000.91,121.29,2024-08-11,4,284.35
O24-003313,CUST00378,P0032,West,0.12,1188.45,129.71,2024-11-20,3,450.17
O24-004222,CUST00778,P0042,West,0.19,95.74,16.8,2024-04-21,4,29.55
O24-009560,CUST01384,P0032,East,0.08,919.3,136.98,2024-10-06,2,499.62
O24-002854,CUST00738,P0029,East,0,1004.24,114.44,2024-04-22,4,309.95
O24-009798,CUST00341,P0005,South,0.22,1065.5,179.56,2024-04-15,3,455.34
O24-007275,CUST01224,P0007,East,0.15,351.3,66.09,2024-07-06,2,206.65
O24-006220,CUST00517,P0008,North,0.08,2665.56,542.21,2024-01-21,5,579.47
O24-000619,CUST00622,P0017,West,0.15,519.95,43.08,2024-07-07,3,203.9
O24-009959,CUST00428,P0041,North,0.11,170.29,32.88,2024-10-14,6,31.89
O24-006513,CUST00624,P0032,West,0.08,1328.86,183.27,2024-05-07,3,481.47
O24-006672,CUST00302,P0036,North,0.06,57.25,10.43,2024-07-20,3,20.3
O24-005821,CUST00328,P0031,North,0.07,228.98,36.68,2024-11-04,1,246.22
O24-002868,CUST01198,P0043,North,0.13,33.16,7.3,2024-12-04,1,38.11
O24-006044,CUST00249, P0046 ,East,0.1,2.73,0.47,2024-12-08,1,3.03
O24-008399,CUST00337,P0011,North,0.2,291.36,57.37,2024-10-01,4,91.05
O24-008145,CUST01055,P0015,North,0.11,231.98,51.44,2024-12-06,5,52.13
O24-007082,CUST00727,P0007,South,0.18,169.49,32.38,2024-06-23,1,206.69
O24-008045,CUST00338,P0002,East,0.08,1523.52,327.67,2024-06-02,3,552
O24-007868,CUST00406,P0025,North,0.1,472.81,56.16,2024-05-30,1,525.34
O24-002559,CUST00714,P0012,North,0,19.93,5.33,2024-04-16,1,19.93
O24-003355,CUST00467,P0048,East,0.09,1.96,0.33,2024-11-17,1,2.15
O24-003816,CUST00355,P0041,West,0.09,226.04,42.97,2024-11-03,8,31.05
O24-004139,CUST00075,P0012,East,0.03,58,12.85,2024-02-13,3,19.93
O24-009763,CUST00135,P0040,East,0.08,28.06,5.17,2024-02-09,2,15.25
O24-006879,CUST00260, P0014 ,West,0.16,33.74,7.47,2024-11-12,1,40.17
O24-000051,CUST00348,P0033,East,0.06,98.81,15.28,2024-08-24,8,13.14
O24-009232,CUST00992,P0001,East,0.34,764.71,132.32,2024-12-19,1,1158.65
O24-004230,CUST01175,P0024,East,0.07,1232.79,175.96,2024-12-07,2,662.79
O24-006786,CUST00892,P0025,East,0.21,837.27,84.04,2024-06-15,2,529.92
O24-004568,CUST00757,P0003,East,0.04,1304.54,334.19,2024-09-07,1,1358.9
O24-000616,CUST00807,P0024,East,0.09,602.44,67.09,2024-02-05,1,662.02
O24-002393,CUST00365,P0012,East,0.05,174.08,45.04,2024-12-12,9,20.36
O24-001283,CUST00415,P0018,West,0.28,616.94,52.13,2024-12-18,2,428.43
O24-005159,CUST00044,P0001,East,0.04,5510.02,1381.56,2024-06-03,5,1147.92
O24-009536,CUST00025,P0015,North,0.08,372.12,87.3,2024-09-13,8,50.56
O24-003113,CUST01336,P0025,East,0.16,880.27,72.83,2024-08-23,2,523.97
O24-008716,CUST00152,P0022,North,0.11,4151.24,401.12,2024-07-08,7,666.33
O24-008136,CUST00943,  P0007,South,0.11,362.51,66.56,2024-04-28,2,203.66
O24-006993,CUST00721,P0037,North,0.04,36.29,6.46,2024-09-12,3,12.6
O24-001549,CUST00734,P0047,East,0.08,39.34,6.99,2024-07-06,4,10.69
O24-009943,CUST01220,P0013,North,0.11,68.64,13.07,2024-08-03,4,19.28
O24-003107,CUST00578,P0044,South,0.18,64.82,8.09,2024-12-27,5,15.81
O24-002940,CUST01467,P0001,North,0.09,1123,242.65,2024-11-04,1,1234.07
O24-007929,CUST01142,P0033,West,0.16,10.89,1.77,2024-01-22,1,12.97
O24-006660,CUST00919,P0012  ,North,0.06,211.76,50.18,2024-11-09,11,20.48
O24-008889,CUST01299,P0018,North,0.04,856.8,122.5,2024-04-27,2,446.25
O24-003471,CUST01236,  P0037,East,0.04,38.45,8.19,2024-12-01,3,13.35
O24-005546,CUST01203,P0045,East,0.22,9.87,1.78,2024-11-12,5,2.53
O24-002175,CUST01356,  P0027,West,0.05,117.2,15.29,2024-04-11,1,123.37
O24-007497,CUST00135,P0004,North,0.18,729.68,147.57,2024-04-09,1,889.85
O24-005222,CUST00469,P0006,North,0.31,734.75,153.43,2024-10-06,3,354.95
O24-000607,CUST01108,P0032,South,0.15,1603.71,134.71,2024-02-11,4,471.68
O24-000961,CUST01178,P0012,West,0.11,37.52,7.43,2024-07-27,2,21.08
O24-006566,CUST00976,P0014,East,0.09,70.89,15.65,2024-06-21,2,38.95
O24-003954,CUST00769,P0035,West,0.15,7.07,1.11,2024-01-08,2,4.16
O24-000550,CUST00642,P0047,West,0.15,8.88,1.75,2024-09-23,1,10.45
O24-003065,CUST01222,P0014,East,0.05,116.54,26.89,2024-01-27,3,40.89
O24-006312,CUST00733,P0039,East,0.02,65.02,11.76,2024-06-21,5,13.27
O24-000974,CUST00575,P0045,North,0.05,2.31,0.38,2024-02-26,1,2.43
O24-003682,CUST01351,P0015,West,0.02,199.33,51.68,2024-08-22,4,50.85
O24-007430,CUST00124,P0032,North,0,478.59,69.33,2024-11-21,1,478.59
O24-006132,CUST00680,P0020,North,0.13,1136.66,191.29,2024-12-29,5,261.3
O24-001017,CUST00099,P0034,South,0.13,17.12,2.27,2024-10-10,2,9.84
O24-009849,CUST00515, P0012 ,East,0.03,93.07,26.67,2024-10-08,5,19.19
O24-005136,CUST00191,P0007,West,0.07,385.82,83.8,2024-03-12,2,207.43
O24-005614,CUST00288,P0035,North,0.01,23.94,4.39,2024-12-27,6,4.03
O24-003607,CUST01196,P0017,West,0.06,617.61,89.23,2024-06-22,3,219.01
O24-005408,CUST00515,P0034,East,0.03,9.69,2.41,2024-09-09,1,9.99
O24-002937,CUST00177,P0041,North,0.12,26.71,5.34,2024-03-12,1,30.35
O24-009034,CUST01321,P0003,West,0.08,2718.1,635.98,2024-03-19,2,1477.23
O24-004536,CUST01223,P0020,East,0.2,448.51,64.11,2024-11-27,2,280.32
O24-002760,CUST00801,P0035,North,0.07,7.63,1.61,2024-07-17,2,4.102150538
O24-005364,CUST00954,P0022,North,0.34,4438.04,458.47,2024-10-17,10,672.43
O24-003908,CUST00170,P0016,East,0.06,239.66,69.69,2024-03-17,4,63.74
O24-007406,CUST01386,P0033,South,0.14,11.37,1.58,2024-07-05,1,13.22
O24-001619,CUST00685,P0003,East,0.24,2965.94,521.36,2024-02-07,3,1300.85
O24-002989,CUST00024,P0040,West,0.19,34.87,6.73,2024-08-10,3,14.35
O24-000404,CUST01159,P0039,South,0.19,10.92,0.83,2024-07-25,1,13.48
O24-009183,CUST00748,  P0011,East,0.07,78,20.95,2024-11-08,1,83.87
O24-005521,CUST01055,P0003,West,0.03,4013.56,962.82,2024-12-19,3,1379.23
O24-009496,CUST01015,P0013,West,0.1,35.53,6.93,2024-01-03,2,19.74
O24-009467,CUST00260,P0002,East,0.12,459.86,101.28,2024-04-27,1,522.57
O24-008618,CUST01118,P0041,South,0.2,25.51,2.76,2024-07-25,1,31.89
O24-004035,CUST01298,P0017,South,0.4,658.23,-8.83,2024-07-27,5,219.41
O24-003460,CUST00758,P0005,East,0.07,431.29,112.01,2024-10-07,1,463.75
O24-007537,CUST01200,P0007,West,0.07,798.42,203.93,2024-12-17,4,214.63
O24-009485,CUST01284,P0036,North,0.11,87.4,19.17,2024-01-19,5,19.64
O24-009623,CUST01080, P0045 ,West,0.15,9.15,1.64,2024-11-13,4,2.69
O24-002571,CUST00358,P0014,North,0.15,143.14,28.51,2024-11-05,4,42.1
O24-009954,CUST00948,P0027,North,0.14,106.76,10.92,2024-04-04,1,124.14
O24-003440,CUST01412,P0007,West,0.28,746.32,141.51,2024-12-06,5,207.3111111
O24-009350,CUST01124,  P0011,West,0.09,159.47,38.91,2024-05-29,2,87.62
O24-002693,CUST00530,P0013,East,0.19,61.88,12.16,2024-07-15,4,19.1
O24-005676,CUST00512,P0018,South,0.19,3567.08,255.83,2024-08-27,10,440.38
O24-002838,CUST01032,P0045,East,0.08,4.97,0.86,2024-08-18,2,2.7
O24-002252,CUST00390,P0048,South,0.1,16.06,2.04,2024-03-19,8,2.23
O24-009011,CUST00147,P0010,West,0.1,504.52,124.56,2024-09-17,6,93.43
O24-002515,CUST01107,P0014,East,0.12,33.4,6.85,2024-11-05,1,37.95
O24-006259,CUST01322,P0002,North,0.23,1623.56,219.68,2024-07-25,4,527.1298701
O24-000647,CUST01487,P0004,South,0.17,3051.38,500.05,2024-04-29,4,919.09
O24-003952,CUST00311,P0011,South,0.23,407.53,65.25,2024-06-04,6,88.21
O24-006986,CUST00863,P0039,West,0.09,63.61,15.61,2024-11-20,5,13.98
O24-004576,CUST00940,P0046,North,0.06,2.77,0.66,2024-08-23,1,2.95
O24-008493,CUST01111,P0018,East,0.06,1604.24,191.22,2024-04-20,4,426.66
O24-004333,CUST00272,P0015,East,0.2,45.4,9.65,2024-01-06,1,56.75
O24-001513,CUST01209,P0003,North,0.36,886.87,151.94,2024-12-27,1,1385.74
O24-004425,CUST01179,P0025,North,0.06,2016.22,305.43,2024-09-26,4,536.23
O24-005503,CUST01394,P0030,West,0.18,335.64,44.51,2024-08-03,4,102.33
O24-002410,CUST00462,P0016,East,0.22,50.99,10.63,2024-11-04,1,65.37
O24-005724,CUST00903,P0048,West,0.17,9.01,1.31,2024-08-11,5,2.17
O24-004221,CUST00547,P0003,North,0,10044.37,2523.73,2024-10-19,7,1434.91
O24-007601,CUST00828,P0038,East,0.15,35.04,5.52,2024-04-07,3,13.74
O24-001697,CUST00557,P0002,North,0.14,456.45,100.49,2024-11-24,1,530.76
O24-009827,CUST00130,P0020,North,0.01,258.88,45.62,2024-11-17,1,261.4949495
O24-001441,CUST00973,P0002,North,0.12,1359.36,328.41,2024-02-16,3,514.91
O24-001480,CUST00194,P0001,East,0.09,10945.75,2920.69,2024-10-31,10,1202.83
O24-003055,CUST00264,P0016,West,0.23,103.93,21.7,2024-02-20,2,67.49
O24-000055,CUST01290,P0035,South,0.22,3.31,0.32,2024-06-27,1,4.24
O24-004700,CUST00637,P0026,East,0.14,1275.58,134.94,2024-03-02,3,494.41
O24-009913,CUST00029,P0030,North,0.06,461.54,59.34,2024-05-27,5,98.2
O24-000157,CUST00565,P0046,South,0.22,4.7,0.48,2024-10-03,2,3.01
O24-009387,CUST01261,P0022,West,0.02,1946.43,232.23,2024-10-15,3,662.05
O24-007025,CUST01100,P0006,North,0.16,1331.3,283.89,2024-11-22,4,396.22
O24-006087,CUST00500,P0008,East,0.08,4446.76,1258.51,2024-03-10,8,604.1793478
O24-005735,CUST00593,P0045,North,0.04,5.32,1.02,2024-05-26,2,2.77
O24-000457,CUST01178,P0024,North,0.31,442.57,43.2,2024-12-25,1,641.4
O24-007203,CUST00070,P0018,West,0.13,373.44,49.18,2024-11-07,1,429.24
O24-002312,CUST00258,P0012,West,0.08,95.13,20.52,2024-04-05,5,20.68
O24-009671,CUST00726,P0002,South,0.17,1799.71,308.16,2024-09-13,4,542.08
O24-000575,CUST00513,P0008,East,0.14,507.79,125.88,2024-08-17,1,590.45
O24-000128,CUST00103,P0003,North,0.13,3602.43,924.55,2024-06-22,3,1380.24
O24-005606,CUST00119,P0029,West,0.16,235.59,26.75,2024-09-24,1,280.47
O24-002282,CUST00150,P0021,West,0.07,873.6,121.71,2024-10-18,4,234.84
O24-005502,CUST00030,P0010,South,0.17,75.65,14.93,2024-07-20,1,91.14
O24-000675,CUST00213,P0045,West,0,7.98,1.72,2024-08-07,3,2.66
O24-004917,CUST01278,P0033,East,0.05,37.48,9.08,2024-11-30,3,13.15
O24-004383,CUST00732,P0039,North,0.04,26.53,4.62,2024-12-25,2,13.82
O24-000859,CUST00607,P0042,East,0.28,64.24,6.27,2024-02-10,3,29.74
O24-005730,CUST00128,P0003,South,0.2,4616.32,646.39,2024-09-24,4,1442.6
O24-007807,CUST01009,P0015,North,0.05,259.87,66.91,2024-03-04,5,54.71
O24-009873,CUST01393,  P0029,East,0.12,504.15,78.7,2024-04-13,2,286.45
O24-006722,CUST00181,P0018,West,0.15,1384.38,156.18,2024-09-08,4,407.17
O24-006358,CUST01130,P0014,North,0.1,113.32,19.82,2024-11-15,3,41.97
O24-009509,CUST01365,P0013,East,0.1,93.56,21.56,2024-11-22,5,20.79111111
O24-003657,CUST00152,P0006,South,0,289.41,36.6,2024-07-10,1,401.96
O24-007305,CUST01417,P0035,North,0,3.21,0.51,2024-12-21,1,3.91
O24-003882,CUST00788,P0005,South,0.18,378.65,79.22,2024-08-20,1,461.77
O24-002138,CUST00947,P0043,East,0.05,35.49,5.58,2024-11-23,1,37.36
O24-009811,CUST01481,P0007,East,0.1,191.6,55.62,2024-02-16,1,212.8888889
O24-003879,CUST01207,P0008,West,0.07,546.41,119.48,2024-03-10,1,587.54
O24-007156,CUST00262,P0021,South,0.13,748.48,60.04,2024-08-27,4,215.08
O24-004135,CUST00579,P0018,West,0.04,5793.85,826.82,2024-08-06,14,431.0900298
O24-001384,CUST01182, P0005 ,South,0.25,350.19,81.96,2024-12-05,1,466.92
O24-007375,CUST00241,P0012,South,0.08,55.64,9.87,2024-07-24,3,20.16
O24-003894,CUST00655,P0021,East,0.16,182.16,16.4,2024-10-09,1,216.86
O24-009429,CUST01138,P0041,West,0.06,30.27,6.02,2024-06-21,1,32.2
O24-008761,CUST00380,P0002,East,0.02,1569.4,387.52,2024-10-31,3,533.81
O24-005528,CUST00267,P0041,North,0.08,310.32,58.73,2024-01-29,10,33.73
O24-007267,CUST00145,P0037,South,0.33,37.06,4.03,2024-02-12,4,13.83
O24-001324,CUST00418,P0010,North,0.12,227.17,58.52,2024-02-24,3,86.05
O24-009302,CUST00013,P0045,North,0.07,2.42,0.5,2024-02-26,1,2.6
O24-004109,CUST00583,P0046,West,0.15,12.58,2.01,2024-05-13,5,2.96
O24-005282,CUST01401,P0004,South,0.09,4137.09,849.89,2024-09-06,5,909.25
O24-006717,CUST00929,P0017,North,0.18,355.06,46.82,2024-03-14,2,216.5
O24-002369,CUST00454,P0048,West,0.08,10.07,1.82,2024-05-01,5,2.19
O24-009696,CUST01042,P0040,South,0.12,55.05,9.01,2024-04-07,4,15.64
O24-000509,CUST00954,P0037,North,0.07,25.28,5.4,2024-06-17,2,13.59139785
O24-004982,CUST01108,P0004,North,0.18,3662.78,847.6,2024-01-16,5,893.36
O24-003608,CUST00708,P0048,East,0.12,2.02,0.23,2024-05-23,1,2.29
O24-007084,CUST01121,P0013,South,0.13,32.31,6.58,2024-10-04,2,18.57
O24-000807,CUST01398,P0028,North,0.08,3366.91,498.72,2024-09-16,8,457.46
O24-000288,CUST00455,P0021,West,0.09,1597.23,176.27,2024-05-02,8,219.4
O24-001420,CUST01125,P0016,West,0.04,60.96,13.5,2024-06-10,1,63.5
O24-006872,CUST01201,P0022,North,0.04,6528.77,965.05,2024-05-21,10,680.08
